;CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA;DT_INI_EXERC;COLUNA_DF;con_ind;tipo_dem;base
17159;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.04.01;Receita Líquida com Títs. Capitalização;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17161;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.04.02;Variações das Provisões Técnicas;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17163;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.04.03;Outras Receitas de Capitalização;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17165;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02;Sinistros e Despesas das Operações;-5918911.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17167;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.01;Operações de Seguros;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17169;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.01.01;Sinistros Retidos de Seguros;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17171;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.01.02;Despesas de Comercialização de Seguros;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17173;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.01.03;Outras Despesas de Seguros;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17175;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.02;Operações de Resseguros;-5918911.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17177;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.02.01;Sinistros Retidos de Resseguros;-5140525.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17179;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.02.02;Despesas de Comercialização de Resseguros;-162141.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17181;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.02.03;Outras Despesas de Resseguros;-616245.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17183;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.03;Operações de Previdência Complementar;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17185;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.03.01;Despesas com Benefícios e Resgates;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17187;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.03.02;Despesas de Comercialização de Prev. Complementar;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17189;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.03.03;Outras Despesas de Prev. Complementar;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17191;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.04;Operações de Capitalização;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17193;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.04.01;Despesas com Resgates e Sorteios;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17195;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.04.02;Despesas de Comercialização de Op. de Capitalização;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17197;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.02.04.03;Outras Despesas de Op. de Capitalização;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17199;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.03;Resultado Bruto;691108.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17201;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04;Despesas Administrativas;-450741.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17203;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.01;Despesas com Pessoal Próprio;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17205;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.01.05;Participações sobre o Resultado;0.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17207;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.02;Despesas com Serviços de Terceiros;-450741.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17209;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.02.01;Despesas administrativas;-329661.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17211;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.02.02;Despesas com tributos;-121080.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17213;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.03;Despesas com Localização e Funcionamento;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17215;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.04;Despesas com Publicidade e Propaganda;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17217;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.04.01;Despesas com tributos;0.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17219;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.05;Despesas com Tributos;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17221;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.06;Despesas com Publicações;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17223;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.07;Despesas com Donativos e Contribuições;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17225;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.07.01;Resultado com retrocessão;0.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17227;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.04.08;Outras Despesas Administrativas;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17229;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.05;Outras Receitas e Despesas Operacionais;476866.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17231;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.06;Resultado de Equivalência Patrimonial;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17233;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.06.01;Receitas de Equivalência Patrimonial;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17235;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.06.01.01;Resultado patrimonial;0.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17237;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.06.02;Despesas de Equivalência Patrimonial;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17239;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.07;Resultado Antes do Resultado Financeiro e dos Tributos;717233.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17241;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.08;Resultado Financeiro;467760.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17243;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.08.01;Receitas Financeiras;737317.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17245;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.08.01.01;Despesas financeiras;0.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17247;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.08.02;Despesas Financeiras;-269557.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17249;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.09;Resultado Antes dos Tributos sobre o Lucro;1184993.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17251;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.10;Imposto de Renda e Contribuição Social sobre o Lucro;25127.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17253;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.10.01;Corrente;-134908.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17255;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.10.02;Diferido;160035.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17257;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.11;Resultado Líquido das Operações Continuadas;1210120.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17259;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.12;Resultado Líquido de Operações Descontinuadas;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17261;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.12.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17263;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.12.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17265;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.13;Lucro/Prejuízo Consolidado do Período;1210120.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17267;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.13.01;Atribuído a Sócios da Empresa Controladora;1210120.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17269;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.13.02;Atribuído a Sócios Não Controladores;0.0;S;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17271;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.99;Lucro por Ação - (R$ / Ação);0.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17273;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.99.01;Lucro Básico por Ação;0.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17275;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.99.01.01;ON;1.3;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17277;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.99.01.02;PN;0.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17279;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.99.02;Lucro Diluído por Ação;0.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17281;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.99.02.01;ON;1.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
17283;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Consolidado - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.99.02.02;PN;0.0;N;2019-01-01;;DF Consolidado;Demonstração do Resultado;dfp
30935;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01;Receitas das Operações;6610019.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30937;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.01;Operações de Seguros;0.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30939;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.01.01;Prêmios de Seguros Ganhos;0.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30941;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.01.02;Outras Receitas de Seguros;0.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30943;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.02;Operações de Resseguros;7338051.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30945;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.02.01;Prêmios de Resseguros Ganhos;7338051.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30947;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.02.02;Outras Receitas de Resseguros;0.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30949;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.03;Operações de Previdência Complementar;-728032.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30951;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.03.01;Rendas de Contribuições Retidas;0.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30953;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.03.02;Variações das Provisões Técnicas;-728032.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30955;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.03.03;Outras Receitas de Prev. Complementar;0.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30957;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.04;Operações de Capitalização;0.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30959;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.04.01;Receita Líquida com Títs. Capitalização;0.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30961;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.04.02;Variações das Provisões Técnicas;0.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
30963;33.376.989/0001-91;2019-12-31;5;IRB - BRASIL RESSEGUROS S.A.;24180;;;;;DF Individual - Demonstração do Resultado;REAL;MIL;ÚLTIMO;2019-12-31;3.01.04.03;Outras Receitas de Capitalização;0.0;S;2019-01-01;;DF Individual;Demonstração do Resultado;dfp
